query_gene	annot_source	annot	annot_geneonly
LOC123390327	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390328	kristen_mm_hs_ortholog	GSDMD	GSDMD
LOC123390331	NA	NA	NA
LOC123390332	NA	NA	NA
LOC123390333	NA	NA	NA
LOC123390334	NA	NA	NA
LOC123390335	NA	NA	NA
LOC123390336	NA	NA	NA
LOC123390337	NA	NA	NA
LOC123390339	entrez_desc	ly-6/neurotoxin-like protein 1	NA
LOC123390340	NA	NA	NA
LOC123390341	NA	NA	NA
LOC123390342	NA	NA	NA
LOC123390343	entrez_desc	U4 spliceosomal RNA	NA
LOC123390344	entrez_desc	small nucleolar RNA U13	NA
LOC123390345	entrez_desc	lymphocyte antigen 6H-like	NA
LOC123390346	entrez_desc	glycosyl-phosphatidylinositol-anchored molecule-like protein	NA
LOC123390347	entrez_desc	glycosyl-phosphatidylinositol-anchored molecule-like protein	NA
LOC123390348	NA	NA	NA
LOC123390349	entrez_desc	cytochrome P450 11B1, mitochondrial-like	NA
LOC123390350	NA	NA	NA
LOC123390351	kristen_mm_hs_ortholog	Btnl1	Btnl1
LOC123390352	entrez_desc	butyrophilin subfamily 3 member A2-like	NA
LOC123390353	entrez_desc	butyrophilin subfamily 1 member A1-like	NA
LOC123390355	entrez_desc	DLA class II histocompatibility antigen, DR-1 beta chain-like	NA
LOC123390356	entrez_desc	U6 spliceosomal RNA	NA
LOC123390358	kristen_mm_hs_ortholog	Olfr1179	Olfr1179
LOC123390361	entrez_desc	olfactory receptor 4P4-like	NA
LOC123390364	entrez_desc	olfactory receptor 4P4-like	NA
LOC123390365	NA	NA	NA
LOC123390368	NA	NA	NA
LOC123390369	entrez_desc	60S ribosomal protein L37-like	NA
LOC123390372	entrez_desc	U6 spliceosomal RNA	NA
LOC123390373	entrez_desc	U6 spliceosomal RNA	NA
LOC123390377	entrez_desc	U6 spliceosomal RNA	NA
LOC123390378	entrez_desc	U6 spliceosomal RNA	NA
LOC123390379	entrez_desc	small nucleolar RNA SNORA62/SNORA6 family	NA
LOC123390382	entrez_desc	U4 spliceosomal RNA	NA
LOC123390388	entrez_desc	U6 spliceosomal RNA	NA
LOC123390389	entrez_desc	small nucleolar RNA SNORA11	NA
LOC123390390	entrez_desc	small nucleolar RNA SNORA11	NA
LOC123390393	entrez_desc	small nucleolar RNA SNORA11	NA
LOC123390394	entrez_desc	gamma-taxilin-like	NA
LOC123390396	entrez_desc	testis-specific Y-encoded protein 4-like	NA
LOC123390397	entrez_desc	gamma-taxilin-like	NA
LOC123390399	entrez_desc	U6 spliceosomal RNA	NA
LOC123390400	entrez_desc	U6 spliceosomal RNA	NA
LOC123390403	NA	NA	NA
LOC123390404	NA	NA	NA
LOC123390405	entrez_desc	cytochrome c oxidase subunit 7C, mitochondrial	NA
LOC123390406	NA	NA	NA
LOC123390410	entrez_desc	basic proline-rich protein-like	NA
LOC123390414	NA	NA	NA
LOC123390415	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390416	kristen_mm_hs_ortholog	SNRPG	SNRPG
LOC123390417	kristen_mm_hs_ortholog	BTF3	BTF3
LOC123390418	NA	NA	NA
LOC123390419	NA	NA	NA
LOC123390420	NA	NA	NA
LOC123390421	NA	NA	NA
LOC123390423	NA	NA	NA
LOC123390424	NA	NA	NA
LOC123390425	NA	NA	NA
LOC123390427	NA	NA	NA
LOC123390428	NA	NA	NA
LOC123390429	NA	NA	NA
LOC123390430	NA	NA	NA
LOC123390433	NA	NA	NA
LOC123390434	NA	NA	NA
LOC123390436	NA	NA	NA
LOC123390437	NA	NA	NA
LOC123390438	NA	NA	NA
LOC123390439	NA	NA	NA
LOC123390441	entrez_desc	small nucleolar RNA U109	NA
LOC123390442	entrez_desc	small nucleolar RNA SNORA47	NA
LOC123390443	entrez_desc	U1 spliceosomal RNA	NA
LOC123390444	entrez_desc	U1 spliceosomal RNA	NA
LOC123390445	entrez_desc	U2 spliceosomal RNA	NA
LOC123390446	entrez_desc	U2 spliceosomal RNA	NA
LOC123390451	entrez_desc	U12 minor spliceosomal RNA	NA
LOC123390456	entrez_desc	U4 spliceosomal RNA	NA
LOC123390458	entrez_desc	U4 spliceosomal RNA	NA
LOC123390459	entrez_desc	U6 spliceosomal RNA	NA
LOC123390460	entrez_desc	U6 spliceosomal RNA	NA
LOC123390461	entrez_desc	U6 spliceosomal RNA	NA
LOC123390462	entrez_desc	U6 spliceosomal RNA	NA
LOC123390463	entrez_desc	U6 spliceosomal RNA	NA
LOC123390464	entrez_desc	U6 spliceosomal RNA	NA
LOC123390465	entrez_desc	U6 spliceosomal RNA	NA
LOC123390466	entrez_desc	U6 spliceosomal RNA	NA
LOC123390467	entrez_desc	U6 spliceosomal RNA	NA
LOC123390468	entrez_desc	U6 spliceosomal RNA	NA
LOC123390469	entrez_desc	U6 spliceosomal RNA	NA
LOC123390470	entrez_desc	U6 spliceosomal RNA	NA
LOC123390471	entrez_desc	U6 spliceosomal RNA	NA
LOC123390472	entrez_desc	U6 spliceosomal RNA	NA
LOC123390474	entrez_desc	U6 spliceosomal RNA	NA
LOC123390477	entrez_desc	small nucleolar RNA SNORD36	NA
LOC123390478	entrez_desc	small nucleolar RNA SNORA71	NA
LOC123390479	entrez_desc	small nucleolar RNA SNORA62/SNORA6 family	NA
LOC123390480	entrez_desc	small nucleolar RNA Z39	NA
LOC123390481	entrez_desc	small nucleolar RNA SNORA13	NA
LOC123390482	entrez_desc	small nucleolar RNA SNORA28	NA
LOC123390483	entrez_desc	small nucleolar RNA SNORA61	NA
LOC123390484	NA	NA	NA
LOC123390485	NA	NA	NA
LOC123390491	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390492	entrez_desc	60S acidic ribosomal protein P1-like	NA
LOC123390494	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390495	NA	NA	NA
LOC123390496	entrez_desc	immunoglobulin heavy variable 1-69-2-like	NA
LOC123390497	entrez_desc	immunoglobulin heavy variable 7-4-1-like	NA
LOC123390498	entrez_desc	immunoglobulin heavy variable 7-4-1-like	NA
LOC123390499	entrez_desc	immunoglobulin heavy variable 7-4-1-like	NA
LOC123390501	entrez_desc	immunoglobulin heavy variable 3-23-like	NA
LOC123390502	entrez_desc	immunoglobulin heavy variable 3-74-like	NA
LOC123390503	entrez_desc	peroxisomal succinyl-coenzyme A thioesterase-like	NA
LOC123390504	entrez_desc	protein argonaute 14-like	NA
LOC123390505	kristen_mm_hs_ortholog	Serpina16	Serpina16
LOC123390506	entrez_desc	guanine nucleotide exchange factor subunit RIC1-like	NA
LOC123390507	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390508	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390509	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390510	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390511	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390512	entrez_desc	formin-like protein 5	NA
LOC123390513	entrez_desc	immunoglobulin heavy constant gamma 1-like	NA
LOC123390514	NA	NA	NA
LOC123390516	entrez_desc	immunoglobulin heavy variable 3-23-like	NA
LOC123390517	entrez_desc	programmed cell death protein 7-like	NA
LOC123390518	entrez_desc	immunoglobulin heavy variable 3-74-like	NA
LOC123390521	NA	NA	NA
LOC123390522	NA	NA	NA
LOC123390523	NA	NA	NA
LOC123390524	entrez_desc	thymosin beta-10-like	NA
LOC123390525	NA	NA	NA
LOC123390526	NA	NA	NA
LOC123390530	entrez_desc	U6 spliceosomal RNA	NA
LOC123390534	entrez_desc	U6 spliceosomal RNA	NA
LOC123390535	entrez_desc	U7 small nuclear RNA	NA
LOC123390536	entrez_desc	small nucleolar RNA SNORA70	NA
LOC123390537	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390538	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390539	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390540	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390541	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390542	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390543	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390544	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390545	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390546	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390547	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390548	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390549	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390550	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390551	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390552	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390553	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390554	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390555	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390556	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390557	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390558	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390560	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390562	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390563	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390566	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390567	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390568	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390569	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390570	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390571	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390572	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390573	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390574	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390575	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390577	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390578	entrez_desc	small nucleolar RNA SNORD113/SNORD114 family	NA
LOC123390579	entrez_desc	small Cajal body-specific RNA 13	NA
LOC123390580	entrez_desc	small nucleolar RNA SNORA31	NA
LOC123390581	entrez_desc	small nucleolar RNA SNORA28	NA
LOC123390582	entrez_desc	small nucleolar RNA U2-19	NA
LOC123390583	entrez_desc	small nucleolar RNA SNORA17	NA
LOC123390584	entrez_desc	small nucleolar RNA SNORA49	NA
LOC123390585	entrez_desc	small nucleolar RNA SNORA79	NA
LOC123390586	entrez_desc	small nucleolar RNA SNORA11	NA
LOC123390587	entrez_desc	small nucleolar RNA SNORD112	NA
LOC123390588	entrez_desc	small nucleolar RNA SNORD127	NA
LOC123390589	entrez_desc	small nucleolar RNA U13	NA
LOC123390590	entrez_desc	small nucleolar RNA SNORD2	NA
LOC123390591	entrez_desc	U1 spliceosomal RNA	NA
LOC123390592	entrez_desc	U1 spliceosomal RNA	NA
LOC123390593	entrez_desc	U1 spliceosomal RNA	NA
LOC123390594	entrez_desc	U1 spliceosomal RNA	NA
LOC123390595	entrez_desc	U1 spliceosomal RNA	NA
LOC123390596	entrez_desc	U1 spliceosomal RNA	NA
LOC123390597	entrez_desc	U2 spliceosomal RNA	NA
LOC123390598	entrez_desc	U2 spliceosomal RNA	NA
LOC123390599	entrez_desc	U2 spliceosomal RNA	NA
LOC123390603	entrez_desc	U2 spliceosomal RNA	NA
LOC123390612	entrez_desc	U4 spliceosomal RNA	NA
LOC123390613	entrez_desc	U6 spliceosomal RNA	NA
LOC123390614	entrez_desc	U6 spliceosomal RNA	NA
LOC123390615	entrez_desc	U6 spliceosomal RNA	NA
LOC123390616	entrez_desc	U6 spliceosomal RNA	NA
LOC123390617	entrez_desc	U6 spliceosomal RNA	NA
LOC123390618	entrez_desc	U6 spliceosomal RNA	NA
LOC123390619	entrez_desc	U6 spliceosomal RNA	NA
LOC123390620	entrez_desc	U6 spliceosomal RNA	NA
LOC123390621	entrez_desc	U6 spliceosomal RNA	NA
LOC123390622	entrez_desc	U6 spliceosomal RNA	NA
LOC123390624	entrez_desc	U6 spliceosomal RNA	NA
LOC123390625	entrez_desc	U6 spliceosomal RNA	NA
LOC123390626	entrez_desc	U6 spliceosomal RNA	NA
LOC123390627	entrez_desc	U6 spliceosomal RNA	NA
LOC123390632	NA	NA	NA
LOC123390633	NA	NA	NA
LOC123390635	NA	NA	NA
LOC123390636	entrez_desc	butyrophilin-like protein 2	NA
LOC123390637	kristen_mm_hs_ortholog	HLA-DQB2	HLA-DQB2
LOC123390639	entrez_desc	HLA class II histocompatibility antigen, DO beta chain	NA
LOC123390642	NA	NA	NA
LOC123390643	NA	NA	NA
LOC123390644	NA	NA	NA
LOC123390645	NA	NA	NA
LOC123390646	NA	NA	NA
LOC123390647	entrez_desc	dnaJ homolog subfamily A member 1-like	NA
LOC123390648	NA	NA	NA
LOC123390651	entrez_desc	WD repeat-containing protein 37-like	NA
LOC123390652	entrez_desc	butyrophilin subfamily 1 member A1-like	NA
LOC123390654	entrez_desc	H-2 class II histocompatibility antigen, E-S beta chain-like	NA
LOC123390657	kristen_mm_hs_ortholog	SPATA31D1	SPATA31D1
LOC123390659	NA	NA	NA
LOC123390660	NA	NA	NA
LOC123390661	entrez_desc	60S ribosomal protein L37	NA
LOC123390662	NA	NA	NA
LOC123390663	NA	NA	NA
LOC123390664	NA	NA	NA
LOC123390665	entrez_desc	U6 spliceosomal RNA	NA
LOC123390666	entrez_desc	U6 spliceosomal RNA	NA
LOC123390667	entrez_desc	U6 spliceosomal RNA	NA
LOC123390668	entrez_desc	small Cajal body-specific RNA 20	NA
LOC123390671	entrez_desc	U4 spliceosomal RNA	NA
LOC123390672	entrez_desc	U6 spliceosomal RNA	NA
LOC123390673	entrez_desc	collagen alpha-1(I) chain-like	NA
LOC123390674	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390675	entrez_desc	taperin-like	NA
LOC123390676	entrez_desc	salivary glue protein Sgs-3-like	NA
LOC123390678	entrez_desc	glycine-rich protein 1-like	NA
LOC123390679	NA	NA	NA
LOC123390680	NA	NA	NA
LOC123390681	NA	NA	NA
LOC123390682	NA	NA	NA
LOC123390683	NA	NA	NA
LOC123390684	NA	NA	NA
LOC123390685	NA	NA	NA
LOC123390686	NA	NA	NA
LOC123390687	NA	NA	NA
LOC123390689	NA	NA	NA
LOC123390690	NA	NA	NA
LOC123390691	NA	NA	NA
LOC123390692	NA	NA	NA
LOC123390693	NA	NA	NA
LOC123390694	NA	NA	NA
LOC123390695	NA	NA	NA
LOC123390696	NA	NA	NA
LOC123390697	kristen_mm_hs_ortholog	Pilrb2	Pilrb2
LOC123390698	kristen_mm_hs_ortholog	Pilrb2	Pilrb2
LOC123390699	NA	NA	NA
LOC123390700	NA	NA	NA
LOC123390701	NA	NA	NA
LOC123390702	NA	NA	NA
LOC123390703	NA	NA	NA
LOC123390704	NA	NA	NA
LOC123390705	NA	NA	NA
LOC123390706	NA	NA	NA
LOC123390707	NA	NA	NA
LOC123390708	NA	NA	NA
LOC123390710	NA	NA	NA
LOC123390711	NA	NA	NA
LOC123390712	NA	NA	NA
LOC123390713	NA	NA	NA
LOC123390714	NA	NA	NA
LOC123390715	entrez_desc	transport and Golgi organization protein 1 homolog	NA
LOC123390716	NA	NA	NA
LOC123390717	entrez_desc	transport and Golgi organization protein 1 homolog	NA
LOC123390718	NA	NA	NA
LOC123390719	entrez_desc	40S ribosomal protein S24-like	NA
LOC123390720	NA	NA	NA
LOC123390721	NA	NA	NA
LOC123390722	NA	NA	NA
LOC123390723	NA	NA	NA
LOC123390724	entrez_desc	transport and Golgi organization protein 1 homolog	NA
LOC123390726	entrez_desc	transport and Golgi organization protein 1 homolog	NA
LOC123390732	entrez_desc	U6 spliceosomal RNA	NA
LOC123390735	entrez_desc	U6 spliceosomal RNA	NA
LOC123390736	entrez_desc	small nucleolar RNA SNORA31	NA
LOC123390738	entrez_desc	small nucleolar RNA SNORA15	NA
LOC123390739	entrez_desc	small nucleolar RNA SNORA22	NA
LOC123390740	entrez_desc	small Cajal body-specific RNA 20	NA
LOC123390745	entrez_desc	basic proline-rich protein-like	NA
LOC123390747	NA	NA	NA
LOC123390748	NA	NA	NA
LOC123390749	NA	NA	NA
LOC123390751	NA	NA	NA
LOC123390754	kristen_mm_hs_ortholog	SNRPG	SNRPG
LOC123390756	NA	NA	NA
LOC123390759	NA	NA	NA
LOC123390760	NA	NA	NA
LOC123390761	NA	NA	NA
LOC123390762	entrez_desc	protocadherin gamma-C3-like	NA
LOC123390763	entrez_desc	protocadherin gamma-B4-like	NA
LOC123390765	NA	NA	NA
LOC123390767	entrez_desc	protocadherin beta-16-like	NA
LOC123390768	entrez_desc	protocadherin beta-17-like	NA
LOC123390769	entrez_desc	protocadherin beta-7-like	NA
LOC123390770	entrez_desc	protocadherin alpha-12-like	NA
LOC123390771	entrez_desc	protocadherin alpha-11-like	NA
LOC123390772	entrez_desc	protocadherin alpha-10-like	NA
LOC123390773	entrez_desc	protocadherin alpha-10-like	NA
LOC123390774	entrez_desc	protocadherin alpha-7-like	NA
LOC123390775	entrez_desc	protocadherin alpha-5-like	NA
LOC123390776	entrez_desc	protocadherin alpha-1-like	NA
LOC123390777	entrez_desc	SLC35A4 upstream open reading frame protein	NA
LOC123390778	NA	NA	NA
LOC123390782	NA	NA	NA
LOC123390783	NA	NA	NA
LOC123390785	NA	NA	NA
LOC123390786	NA	NA	NA
LOC123390787	NA	NA	NA
LOC123390788	NA	NA	NA
LOC123390789	NA	NA	NA
LOC123390790	NA	NA	NA
LOC123390791	NA	NA	NA
LOC123390792	entrez_desc	chromobox protein homolog 3-like	NA
LOC123390793	entrez_desc	U6 snRNA-associated Sm-like protein LSm3	NA
LOC123390794	NA	NA	NA
LOC123390795	NA	NA	NA
LOC123390796	NA	NA	NA
LOC123390797	NA	NA	NA
LOC123390798	NA	NA	NA
LOC123390799	NA	NA	NA
LOC123390800	NA	NA	NA
LOC123390801	NA	NA	NA
LOC123390802	NA	NA	NA
LOC123390803	NA	NA	NA
LOC123390804	NA	NA	NA
LOC123390809	entrez_desc	endogenous retrovirus group K member 21 Pro protein-like	NA
LOC123390810	entrez_desc	dnaJ homolog subfamily A member 1-like	NA
LOC123390811	NA	NA	NA
LOC123390823	NA	NA	NA
LOC123390824	entrez_desc	dnaJ homolog subfamily A member 1-like	NA
LOC123390825	NA	NA	NA
LOC123390826	NA	NA	NA
LOC123390828	NA	NA	NA
LOC123390829	NA	NA	NA
LOC123390830	NA	NA	NA
LOC123390831	NA	NA	NA
LOC123390832	NA	NA	NA
LOC123390833	NA	NA	NA
LOC123390834	NA	NA	NA
LOC123390835	entrez_desc	U6 spliceosomal RNA	NA
LOC123390837	entrez_desc	U6 spliceosomal RNA	NA
LOC123390838	entrez_desc	U6 spliceosomal RNA	NA
LOC123390839	entrez_desc	small nucleolar RNA SNORA74	NA
LOC123390840	entrez_desc	small nucleolar RNA SNORD63	NA
LOC123390841	entrez_desc	small nucleolar RNA SNORA70	NA
LOC123390843	entrez_desc	small nucleolar RNA SNORA36 family	NA
LOC123390844	entrez_desc	small nucleolar RNA SNORA42/SNORA80 family	NA
LOC123390845	entrez_desc	small nucleolar RNA SNORA1	NA
LOC123390847	entrez_desc	U2 spliceosomal RNA	NA
LOC123390857	entrez_desc	U4 spliceosomal RNA	NA
LOC123390858	entrez_desc	U4 spliceosomal RNA	NA
LOC123390860	entrez_desc	U4 spliceosomal RNA	NA
LOC123390864	entrez_desc	U6 spliceosomal RNA	NA
LOC123390865	entrez_desc	U6 spliceosomal RNA	NA
LOC123390866	entrez_desc	U6 spliceosomal RNA	NA
LOC123390867	entrez_desc	U6 spliceosomal RNA	NA
LOC123390868	entrez_desc	U6 spliceosomal RNA	NA
LOC123390869	entrez_desc	U6 spliceosomal RNA	NA
LOC123390870	entrez_desc	U6 spliceosomal RNA	NA
LOC123390871	entrez_desc	U6 spliceosomal RNA	NA
LOC123390872	entrez_desc	U6 spliceosomal RNA	NA
LOC123390875	entrez_desc	U6 spliceosomal RNA	NA
LOC123390876	entrez_desc	U6 spliceosomal RNA	NA
LOC123390877	entrez_desc	U6 spliceosomal RNA	NA
LOC123390878	entrez_desc	U6 spliceosomal RNA	NA
LOC123390881	entrez_desc	U6 spliceosomal RNA	NA
LOC123390882	entrez_desc	U6 spliceosomal RNA	NA
LOC123390883	entrez_desc	U6 spliceosomal RNA	NA
LOC123390884	entrez_desc	U6 spliceosomal RNA	NA
LOC123390885	NA	NA	NA
LOC123390886	NA	NA	NA
LOC123390887	entrez_desc	proline-rich acidic protein 1-like	NA
LOC123390888	entrez_desc	fucose mutarotase	NA
LOC123390889	NA	NA	NA
LOC123390890	NA	NA	NA
LOC123390891	entrez_desc	vasculin-like protein 1	NA
LOC123390892	kristen_mm_hs_ortholog	KLHL13	KLHL13
LOC123390896	NA	NA	NA
LOC123390897	NA	NA	NA
LOC123390898	NA	NA	NA
LOC123390900	entrez_desc	translation initiation factor IF-2-like	NA
LOC123390901	NA	NA	NA
LOC123390903	NA	NA	NA
LOC123390905	entrez_desc	igE-binding protein-like	NA
LOC123390906	NA	NA	NA
LOC123390907	NA	NA	NA
LOC123390912	NA	NA	NA
LOC123390913	NA	NA	NA
LOC123390914	NA	NA	NA
LOC123390915	entrez_desc	U6 spliceosomal RNA	NA
LOC123390917	entrez_desc	U6 spliceosomal RNA	NA
LOC123390919	entrez_desc	small nucleolar RNA SNORD115	NA
LOC123390920	entrez_desc	small nucleolar RNA SNORA51	NA
LOC123390921	entrez_desc	small nucleolar RNA SNORD87	NA
LOC123390922	entrez_desc	U11 spliceosomal RNA	NA
LOC123390923	entrez_desc	small nucleolar RNA U54	NA
LOC123390924	entrez_desc	U4 spliceosomal RNA	NA
LOC123390925	entrez_desc	U4 spliceosomal RNA	NA
LOC123390926	entrez_desc	U6 spliceosomal RNA	NA
LOC123390927	entrez_desc	U6 spliceosomal RNA	NA
LOC123390932	NA	NA	NA
LOC123390933	entrez_desc	phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein-like	NA
LOC123390934	NA	NA	NA
LOC123390935	NA	NA	NA
LOC123390936	NA	NA	NA
LOC123390937	NA	NA	NA
LOC123390938	NA	NA	NA
LOC123390940	entrez_desc	U6 spliceosomal RNA	NA
LOC123390941	entrez_desc	U6 spliceosomal RNA	NA
LOC123390942	entrez_desc	U6 spliceosomal RNA	NA
LOC123390943	entrez_desc	U6 spliceosomal RNA	NA
LOC123390945	entrez_desc	U6 spliceosomal RNA	NA
LOC123390946	entrez_desc	small nucleolar RNA SNORD50	NA
LOC123390947	entrez_desc	small nucleolar RNA SNORD50	NA
LOC123390949	entrez_desc	U5 spliceosomal RNA	NA
LOC123390950	NA	NA	NA
LOC123390951	NA	NA	NA
LOC123390952	entrez_desc	IgGFc-binding protein-like	NA
LOC123390953	NA	NA	NA
LOC123390955	NA	NA	NA
LOC123390956	NA	NA	NA
LOC123390958	NA	NA	NA
LOC123390959	NA	NA	NA
LOC123390960	NA	NA	NA
LOC123390961	NA	NA	NA
LOC123390962	NA	NA	NA
LOC123390963	entrez_desc	protein FAM170B-like	NA
LOC123390964	NA	NA	NA
LOC123390965	entrez_desc	cytochrome b-c1 complex subunit Rieske, mitochondrial	NA
LOC123390968	NA	NA	NA
LOC123390969	NA	NA	NA
LOC123390970	kristen_mm_hs_ortholog	GNAO1	GNAO1
LOC123390971	entrez_desc	protein bunched, class 2/F/G isoform-like	NA
LOC123390972	NA	NA	NA
LOC123390973	NA	NA	NA
LOC123390974	NA	NA	NA
LOC123390975	kristen_mm_hs_ortholog	NME1	NME1
LOC123390976	NA	NA	NA
LOC123390977	kristen_mm_hs_ortholog	LGALS3	LGALS3
LOC123390978	NA	NA	NA
LOC123390979	NA	NA	NA
LOC123390980	NA	NA	NA
LOC123390981	NA	NA	NA
LOC123390982	entrez_desc	small ubiquitin-related modifier 2-like	NA
LOC123390983	NA	NA	NA
LOC123390984	entrez_desc	vacuolar protein sorting-associated protein 29-like	NA
LOC123390986	NA	NA	NA
LOC123390987	entrez_desc	chymotrypsinogen B-like	NA
LOC123390988	entrez_desc	chymotrypsinogen 2	NA
LOC123390989	entrez_desc	chymotrypsinogen 2-like	NA
LOC123390991	NA	NA	NA
LOC123390992	NA	NA	NA
LOC123390993	NA	NA	NA
LOC123390995	NA	NA	NA
LOC123390996	NA	NA	NA
LOC123390997	NA	NA	NA
LOC123390999	entrez_desc	thymosin beta-4-like	NA
LOC123391000	NA	NA	NA
LOC123391001	NA	NA	NA
LOC123391002	NA	NA	NA
LOC123391003	NA	NA	NA
LOC123391004	NA	NA	NA
LOC123391005	NA	NA	NA
LOC123391006	NA	NA	NA
LOC123391008	NA	NA	NA
LOC123391009	NA	NA	NA
LOC123391010	NA	NA	NA
LOC123391012	NA	NA	NA
LOC123391013	NA	NA	NA
LOC123391014	NA	NA	NA
LOC123391015	NA	NA	NA
LOC123391018	entrez_desc	WD repeat-containing protein 87-like	NA
LOC123391019	NA	NA	NA
LOC123391022	entrez_desc	guanine nucleotide exchange factor subunit RIC1-like	NA
LOC123391025	kristen_mm_hs_ortholog	LAMTOR5	LAMTOR5
LOC123391027	NA	NA	NA
LOC123391028	NA	NA	NA
LOC123391029	NA	NA	NA
LOC123391030	NA	NA	NA
LOC123391031	NA	NA	NA
LOC123391032	NA	NA	NA
LOC123391033	NA	NA	NA
LOC123391034	NA	NA	NA
LOC123391035	NA	NA	NA
LOC123391036	NA	NA	NA
LOC123391037	NA	NA	NA
LOC123391038	NA	NA	NA
LOC123391039	NA	NA	NA
LOC123391040	NA	NA	NA
LOC123391042	entrez_desc	collagen alpha-1(I) chain-like	NA
LOC123391043	NA	NA	NA
LOC123391044	entrez_desc	transmembrane protein PMIS2-like	NA
LOC123391045	NA	NA	NA
LOC123391046	NA	NA	NA
LOC123391047	NA	NA	NA
LOC123391048	NA	NA	NA
LOC123391049	NA	NA	NA
LOC123391050	NA	NA	NA
LOC123391051	NA	NA	NA
LOC123391053	entrez_desc	small nucleolar RNA SNORD111	NA
LOC123391054	entrez_desc	small nucleolar RNA SNORD111	NA
LOC123391056	entrez_desc	U1 spliceosomal RNA	NA
LOC123391057	entrez_desc	U2 spliceosomal RNA	NA
LOC123391063	entrez_desc	U4 spliceosomal RNA	NA
LOC123391064	entrez_desc	U4 spliceosomal RNA	NA
LOC123391069	entrez_desc	U4 spliceosomal RNA	NA
LOC123391072	entrez_desc	U6 spliceosomal RNA	NA
LOC123391073	entrez_desc	U6 spliceosomal RNA	NA
LOC123391074	entrez_desc	U6 spliceosomal RNA	NA
LOC123391075	entrez_desc	U6 spliceosomal RNA	NA
LOC123391076	entrez_desc	U6 spliceosomal RNA	NA
LOC123391077	entrez_desc	U6 spliceosomal RNA	NA
LOC123391078	entrez_desc	U6 spliceosomal RNA	NA
LOC123391079	entrez_desc	U6 spliceosomal RNA	NA
LOC123391080	entrez_desc	U6 spliceosomal RNA	NA
LOC123391081	entrez_desc	U6 spliceosomal RNA	NA
LOC123391083	entrez_desc	U6 spliceosomal RNA	NA
LOC123391084	entrez_desc	U6 spliceosomal RNA	NA
